id,Hardness,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average
1078,5.5,188.0,30.655328,23.0,4.666666666666667,49.204038,11.755999999999998,2.675,1.7166666666666668,0.9183333333333332,0.4789183333333333,0.86684
1079,6.5,108.0,7.425575999999999,10.857142857142858,4.571428571428571,21.230686214285715,11.131014285714288,2.71,1.7485714285714289,0.9085714285714284,0.4831614285714286,0.98478
1080,6.0,72.0,12.902,20.666666666666668,4.666666666666667,46.44374833333333,11.75455,2.7433333333333336,1.7616666666666667,0.9666666666666668,0.4836016666666667,2.54439
1081,3.8,100.0,5.876907999999999,10.0,4.0,20.322035645125,12.2092875,2.675,1.775,0.945,0.4931925,0.68988
1082,6.5,220.0,41.181992,24.444444444444446,4.666666666666667,57.08166000000001,11.634466666666668,2.83,1.913333333333333,0.9155555555555556,0.4626366666666666,4.52755
1083,5.5,226.0,17.053984,11.3,4.5,22.5029424,10.78917,2.684,1.743,0.8959999999999999,0.495736,0.81739
1084,6.0,126.0,21.575328,21.83333333333333,4.666666666666667,50.54252,11.667433333333332,2.81,1.7400000000000002,0.8699999999999999,0.4916733333333334,4.11583
1085,5.5,42.0,3.443996,8.88,4.44,17.918277359999994,11.431540000000002,2.8240000000000003,1.6364,0.8216,0.5570996000000001,0.73829
1086,2.0,78.0,9.014328,13.3,4.5,29.94401875,11.340425,2.24,1.9325,1.1800000000000002,0.48659875,1.43926
1087,2.0,42.0,1.7428315,4.4,3.2,9.5596846,8.897,1.96,2.04,0.945,0.476196,0.51227
1088,2.0,102.0,5.62148,10.7,4.7,20.93888802,11.43734,2.502,1.732,0.945,0.5368794,0.65306
1089,6.8,235.0,17.623983999999997,9.9,4.8,19.397353333333328,11.70255,2.755,1.6309999999999998,0.8959999999999999,0.492719,0.68417
1090,6.3,58.0,3.443996,11.3,4.8,22.9889468,10.93895,2.8240000000000003,1.6780000000000002,0.892,0.4911100000000001,0.85728
1091,5.8,96.0,6.697992,12.666666666666664,4.8,24.556188775,11.408266666666668,2.81,1.7166666666666668,0.92,0.481478,1.07443
1092,2.5,82.0,15.43,41.0,3.0,95.225235,9.1312,2.545,2.045,1.36,0.42668,7.66667
1093,5.5,100.0,7.4426640000000015,10.0,4.8,20.3920334,12.04083,2.66,1.592,0.6208333333333335,0.4927189999999999,0.57888
1094,5.5,80.0,3.253996,8.0,4.8,16.862137999999998,11.95216,2.8360000000000003,1.598,0.8140000000000001,0.499726,0.64563
1095,5.5,36.0,8.903332,18.0,4.0,37.346215,10.629,2.675,1.745,0.905,0.48855,4.57578
1096,2.5,82.0,12.421,41.0,3.1,93.78445,9.350333333333332,2.295,1.99,1.15,0.4269199999999999,7.66667
1097,5.5,20.0,4.03,10.0,4.8,20.9940862215,11.28095,2.805,1.656,0.8959999999999999,0.4987149999999999,0.8135
1098,2.3,79.0,16.0,39.5,4.0,90.2267,8.2366,1.97,1.98,1.1800000000000002,0.448895,9.54775
1099,4.0,68.0,5.62148,11.0,4.333333333333333,22.436765854166666,11.1173,2.705,1.765,0.936,0.490932,1.03248
1100,6.0,66.0,3.253996,11.6,4.0,22.111243,10.73364,2.694,1.7020000000000004,0.928,0.4927989999999999,0.62985
1101,2.5,220.0,24.150564000000003,34.36,5.2,72.2365,9.65936,2.279,1.9072,1.2145,0.4697149999999999,5.20133
1102,2.0,20.0,2.008328,10.0,4.8,20.9941265318,11.28095,2.8280000000000003,1.6700000000000002,0.964,0.4927989999999999,0.82082
1103,3.8,6.0,0.703,6.0,3.5,12.0096,11.7051,2.6725000000000003,1.545,0.71,0.6184925,0.27146
1104,5.0,114.0,19.334,24.66666666666667,4.666666666666667,55.64164,11.408266666666668,2.7433333333333336,1.7616666666666667,0.9666666666666668,0.4747266666666667,3.90755
1105,3.8,92.0,6.697992,9.2,4.8,18.60817185,11.79886,2.805,1.656,0.8959999999999999,0.4911100000000001,0.58991
1106,5.5,46.0,9.133,12.0,4.0,24.808518,11.2603,2.545,1.875,0.98,0.49282,1.42326
1107,6.0,100.0,8.147992,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.85401
1108,5.5,100.0,8.841328,10.0,4.666666666666667,20.2988926326,12.714558333333336,2.8266666666666667,1.6266666666666667,0.9233333333333332,0.490932,0.41631
1109,3.5,92.0,6.697992,9.2,4.8,18.439538,11.79886,2.805,1.656,0.8480000000000001,0.4991960000000001,0.27323
1110,5.5,55.0,9.683996,10.0,4.8,20.3920334,11.33044,2.857,1.6880000000000002,0.836,0.4927359999999999,1.92652
1111,2.5,46.0,0.4324975,23.0,4.0,48.7195,9.695,2.115,1.905,1.12,0.42668,0.27323
1112,5.5,68.0,3.253996,13.6,4.0,29.525338,11.2520375,2.44,1.72,0.96,0.491714,1.05095
1113,2.8,92.0,8.836996000000001,9.2,4.8,18.60817185,12.30176,2.904,1.654,0.774,0.4927189999999999,0.50181
1114,5.5,72.0,6.674328,12.666666666666664,4.0,26.024935442,11.771733333333335,2.9266666666666663,1.626,0.8116666666666665,0.4807316666666666,1.50239
1115,5.3,30.0,2.70174775,7.5,4.0,14.996859625,11.7051,2.77,1.5509999999999995,0.71,0.6184925,0.68417
1116,5.5,411.0,36.40738375,9.5,5.0,19.8565257,11.5359,2.7275,1.6725,0.8525,0.59942625,0.73803
1117,6.0,128.0,20.415992000000006,12.8,4.8,26.385218,11.38168,2.81,1.7400000000000002,0.936,0.49282,0.88802
1118,5.5,136.0,9.509324,9.5,4.333333333333333,19.240395713333328,11.533816666666668,2.875,1.681666666666667,0.8116666666666665,0.4819691666666667,0.82121
1119,2.5,246.0,34.30139975,22.83333333333333,4.666666666666667,49.204038,11.533816666666668,2.53,1.7795,0.965,0.475954,4.28689
1120,2.0,144.0,22.81264,42.8,5.6,103.49856,12.41584,2.352,1.908,0.928,0.460005,2.16838
1121,2.3,196.0,22.81264,24.5,5.5,53.4902975,11.6604875,2.9225000000000003,1.79,0.9825,0.47382125,2.1154
1122,5.5,105.0,8.343,17.2,4.8,39.568056,11.0975047,2.7380000000000004,1.740925,0.936,0.48502,1.16243
1123,5.0,108.0,7.134331999999999,11.333333333333336,4.666666666666667,22.977674666666665,10.93895,2.857,1.7630000000000003,0.96,0.49968,0.77105
1124,5.5,95.0,20.29466,31.0,4.0,70.92449475,8.2366,2.44,1.98,1.1800000000000002,0.448895,6.523
1125,7.0,200.0,15.744992000000002,10.0,4.8,20.255278375,11.026725,2.79,1.6725,0.8525,0.495275,1.57191
1126,3.8,220.0,44.191,24.66666666666667,4.333333333333333,54.01963666666666,8.604266666666666,2.1466666666666665,1.8966666666666667,1.1933333333333334,0.4705633333333334,6.46538
1127,3.8,126.0,26.090000000000003,13.333333333333336,4.333333333333333,27.95135333333333,11.14446,2.841666666666667,1.6983333333333337,0.9,0.4820359999999999,1.0804
1128,4.0,52.0,4.663996,10.2,4.8,21.9893120372,12.59399,2.8680000000000003,1.656,0.836,0.496379,1.0047
1129,2.8,114.0,8.337992,9.2,4.4,18.60817185,11.61422,2.904,1.662,0.866,0.491714,0.7958
1130,3.8,232.0,17.053984,10.2,4.0,21.4095445,10.967771428571426,2.657142857142857,1.7442857142857144,0.905,0.48827,0.67383
1131,2.5,134.0,19.334,22.0,5.333333333333333,50.46236066666666,9.081566666666667,2.986666666666667,1.88,1.1983333333333337,0.4807316666666666,3.56717
1132,5.5,42.0,0.8401939175,10.3,4.3,20.93888802,12.082260000000002,2.62,2.015,0.9003999999999999,0.5368794,0.84019
1133,3.8,93.0,12.51940075,5.75,4.25,11.889270000000002,12.841764705882353,2.684705882352941,1.506470588235294,0.6208333333333335,0.6712364705882354,0.43908
1134,6.3,74.0,14.883996000000002,14.8,4.4,31.574635600000004,11.33182,2.7960000000000003,1.7280000000000002,0.8800000000000001,0.4862359999999999,2.6772
1135,5.5,20.0,1.7428315,10.0,4.8,20.3920334,12.04083,2.755,1.6309999999999998,0.91,0.4927189999999999,0.53914
1136,6.0,108.0,9.143996,108.0,4.8,21.654418,10.75912,2.884,1.736,0.9259999999999998,0.498984,0.7958
1137,2.0,575.0,59.27197099999999,23.0,5.0,49.204038,10.9485,2.3080000000000003,1.855,0.945,0.477015,3.59589
1138,6.5,226.0,27.432984,11.3,4.125,24.556188775,10.999625,2.5275,1.735,0.965,0.4930319999999999,1.8013
1139,2.0,220.0,41.060299,49.0,5.6,93.8846,9.370384,2.298,1.9072,1.265,0.476196,5.25354
1140,6.0,66.0,6.07141175,13.6,4.8,29.525338,11.177555000000002,2.775,1.775,0.9559999999999998,0.48827,1.31786
1141,3.8,46.0,6.093996,11.3,4.8,24.88692185,10.78917,2.585,1.7880000000000005,0.946,0.4957955,1.48857
1142,6.0,56.0,9.93196,11.6,4.8,23.231818,11.288,2.754,1.7420000000000002,0.8699999999999999,0.4907199999999999,1.79459
1143,6.5,0.0,0.338464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48855,0.33885
1144,5.5,100.0,8.836996000000001,10.0,4.8,20.213348778,10.89726,2.648,1.626,0.926,0.4960699999999999,0.70966
1145,6.0,112.0,13.044328,12.0,4.6,24.085483,10.59066,2.572,1.7420000000000002,0.928,0.489272,1.7909
1146,1.8,100.0,7.558488000000001,10.0,4.8,20.3920334,11.11696,2.755,1.6309999999999998,0.91,0.492719,0.85358
1147,3.8,129.0,33.20565499999999,42.8,5.6,98.3407975,9.1985,2.03,1.955,1.2,0.468765,5.56317
1148,5.5,80.0,0.9359328,10.0,4.625,20.2988926326,11.2520375,2.6253125,1.7978125,0.945,0.4970245,0.93524
1149,3.8,74.0,19.334,24.66666666666667,4.0,53.356,9.6903,2.18,1.913333333333333,1.2133333333333332,0.4781783333333334,4.01089
1150,5.8,58.0,11.874,19.33333333333333,4.666666666666667,39.987666666666655,9.5408,2.33,1.88,1.106666666666667,0.4878333333333333,4.49372
1151,1.8,322.0,47.231992,64.4,2.0,167.39999999999995,8.31996,2.0200000000000005,2.064,1.4220000000000002,0.40338,3.3354
1152,6.0,286.0,52.257992,28.83333333333333,4.6,68.70049999999999,11.14446,2.774,1.76,0.96,0.467568,4.5665
1153,6.0,242.0,34.18948,12.5,4.5,24.50301875,11.2603,2.79,1.7262499999999998,0.92,0.4987149999999999,1.26278
1154,2.5,131.0,13.556992,27.16666666666667,5.166666666666667,65.56541800000001,11.771733333333335,2.885,1.7183333333333335,0.95,0.4704,2.04102
1155,2.0,30.0,1.741332,10.0,4.0,20.9941265318,9.8771,2.115,1.8,1.5,0.479965,0.82565
1156,6.0,116.0,0.5671332000000001,11.6,4.8,23.231818,10.2968,2.764,1.75,0.96,0.499514,0.56215
1157,6.3,86.0,13.385996,15.2,4.8,34.72421799999999,11.33182,2.684,1.8590000000000004,0.974,0.489272,1.89676
1158,2.5,93.0,15.593,49.0,5.0,119.6295,8.888349999999997,2.24,1.91,1.185,0.44736,7.7439
1159,2.5,46.0,9.743,23.0,4.0,54.501263666333344,9.6769,2.065,1.765,0.98,0.4767116666666666,4.937
1160,3.8,100.0,8.228992,10.0,4.8,20.016938,11.909720000000002,2.884,1.662,0.792,0.490932,0.70941
1161,5.5,108.0,12.029324,17.2,4.4,39.568056,10.73364,2.684,1.7380000000000002,0.9229999999999998,0.485063,1.02228
1162,3.8,100.0,0.8147992000000001,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.705,0.892,0.498454,0.80454
1163,5.5,86.0,8.337992,14.6,4.8,32.38773899975,10.13144,2.352,1.732,0.98,0.481478,1.00244
1164,3.0,94.0,9.133,19.0,4.0,39.987666666666655,9.01375,2.545,1.9325,1.13,0.4927359999999999,1.06583
1165,6.0,58.0,11.874,19.33333333333333,4.666666666666667,39.987666666666655,11.556733333333336,2.33,1.93,1.07,0.4878333333333333,2.2928
1166,3.0,278.0,11.35441075,39.71428571428572,5.428571428571429,97.94230285714283,11.663257142857145,2.782857142857144,1.772857142857143,0.9871428571428572,0.4657085714285714,5.2085
1167,6.0,74.0,10.209328,14.5,4.5,31.574635600000004,11.10535,2.684,1.7200000000000002,0.945,0.4927989999999999,2.01939
1168,6.3,220.0,24.70666,18.0,5.0,39.568056,11.026725,2.79,1.6725,0.8525,0.495275,1.76405
1169,6.0,98.0,8.147992,10.2,4.8,20.077018,11.33044,2.7060000000000004,1.6980000000000002,0.892,0.498454,0.85401
1170,6.3,72.0,10.209328,12.0,4.666666666666667,24.88692185,11.706466666666666,2.986666666666667,1.59,0.8566666666666668,0.4780233333333334,0.59761
1171,4.0,64.0,10.96,14.4,5.6,32.059,10.36,2.352,1.904,0.836,0.49282,1.27179
1172,6.0,146.0,8.885992,14.8,5.0,32.38773899975,11.23408,2.81,1.7400000000000002,0.86,0.49282,1.71759
1173,1.5,100.0,15.604,50.0,4.333333333333333,117.386335,8.79744,2.043333333333333,2.0766666666666667,1.3633333333333333,0.49282,7.66667
1174,5.5,112.0,16.864992,8.88,4.4,21.654418,10.9485,2.752,1.7880000000000005,0.936,0.481478,0.76486
1175,2.8,100.0,10.207996,10.0,4.8,20.077018,10.78917,2.694,1.7880000000000005,0.946,0.4931925,0.91248
1176,6.3,288.0,15.041988,10.0,4.785714285714286,20.323313857142857,10.938864285714288,2.698928571428572,1.7101785714285715,0.9485714285714286,0.4943871428571429,0.8059
1177,2.5,42.0,3.253996,9.2,4.8,18.439538,11.79886,2.805,1.626,0.8480000000000001,0.49954,0.6795
1178,6.5,74.0,14.883996000000002,14.0,4.8,29.680678624999995,11.61422,2.8680000000000003,1.656,0.8240000000000001,0.4927189999999999,2.94022
1179,5.5,58.0,11.874,19.33333333333333,4.666666666666667,39.987666666666655,11.856733333333336,2.33,1.7566666666666666,0.908,0.4878333333333333,1.79607
1180,2.0,46.0,9.329324,23.0,4.0,49.496,9.1302,2.352,1.908,1.14,0.475566,2.53683
1181,1.5,50.0,3.253996,10.0,4.8,20.15577185,11.023840000000002,2.752,1.7630000000000003,0.951,0.4994699999999999,0.42861
1182,2.5,144.0,22.55,36.0,4.0,83.46173333333333,8.152733333333334,2.205,2.055,1.1933333333333334,0.448895,7.775
1183,3.3,124.0,20.855328,20.666666666666668,4.666666666666667,46.44374833333333,9.6769,2.4133333333333336,1.8133333333333328,1.0266666666666666,0.4709133333333334,2.32089
1184,5.8,92.0,6.394996,9.333333333333332,5.333333333333333,18.5863611398,11.634466666666668,2.8266666666666667,1.63,0.8150000000000001,0.4844733333333333,0.51227
1185,6.0,100.0,7.558488000000001,10.0,4.8,20.2988926326,12.04083,2.755,1.743,0.91,0.4927189999999999,1.04896
1186,2.5,42.0,7.876747749999999,10.0,5.0,20.322035645125,12.18425,2.675,1.62625,0.899,0.47907,0.49494
1187,9.0,96.0,13.477328,12.0,4.5,24.556188775,10.745844000000002,2.7380000000000004,1.875,0.98,0.48502,1.38697
1188,5.0,288.0,26.207322,10.5,4.78125,20.322035645125,10.904975,2.6428125,1.794375,0.961875,0.4962637500000001,1.8013
1189,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49954,0.75755
1190,6.0,50.0,3.253996,10.0,4.8,20.016938,11.64556,2.67,1.626,0.926,0.499514,0.79955
1191,5.0,0.6,1.741332,7.5,4.0,14.996859625,12.1934125,2.6795,1.495,0.71,0.61443,0.61805
1192,1.5,74.0,9.133,23.0,4.0,48.7195,10.5174,2.24,1.925,1.16,0.4679350000000001,4.5665
1193,5.0,20.0,5.203996,10.0,4.2,20.3920334,12.0034,2.708,1.648,0.8800000000000001,0.4927359999999999,1.37405
1194,3.8,55.0,7.767992,11.0,4.8,23.231818,11.909720000000002,2.884,1.662,0.792,0.4927189999999999,1.31763
1195,5.5,94.0,13.277328,19.33333333333333,5.333333333333333,39.987666666666655,11.5267,2.9766666666666666,1.7,0.8933333333333332,0.4878333333333333,2.94712
1196,6.2,116.0,20.807992,24.33333333333333,4.666666666666667,56.98088711111112,11.33182,2.798888888888889,1.88,0.9211111111111108,0.47356,2.43755
1197,6.0,100.0,7.558488000000001,10.0,4.8,20.016938,11.023840000000002,2.755,1.7630000000000003,0.964,0.4927189999999999,0.8059
1198,7.5,86.0,8.841328,14.333333333333336,5.0,30.55068666666667,11.543,2.8316666666666666,1.735,0.89,0.4895066666666667,1.09628
1199,6.0,90.0,1.7428315,10.0,4.0,20.2988926326,10.63215,2.375,1.625,1.02,0.4927189999999999,0.68424
1200,7.8,152.0,18.9554955,15.2,4.7,32.94630914285714,10.78917,2.7030000000000003,1.7514285714285711,0.945,0.4862650000000001,0.97737
1201,2.5,214.0,25.721328,22.5,5.5,53.4902975,11.340425,2.295,1.91,1.2375,0.476095,0.24687
1202,6.0,112.0,23.312328,18.666666666666668,4.666666666666667,41.99652,11.290033333333335,2.736666666666667,1.768333333333333,0.98,0.4795066666666667,2.0416
1203,2.5,0.0,0.36,0.0,0.0,0.0,9.05335,2.48,0.0,0.0,0.0,0.0
1204,5.5,72.0,10.507072,12.6,4.0,24.808518,11.28095,2.81,1.6869999999999998,1.8,0.481714,1.8288
1205,3.5,92.0,6.697992,9.2,4.8,18.439538,11.79886,2.805,1.656,0.8480000000000001,0.4991960000000001,0.6795
1206,6.5,78.0,7.736488,13.333333333333336,4.4444444444444455,27.44881366633333,11.458755555555555,2.8522222222222213,1.724444444444445,0.92,0.4831422222222222,1.00728
1207,2.8,100.0,5.62148,10.0,5.6,20.9941265318,12.59399,2.884,1.662,0.836,0.475954,0.52252
1208,2.0,196.0,30.92,24.5,5.5,53.4902975,10.0743,2.295,1.825,1.14,0.4697149999999999,4.7232
1209,5.5,116.0,7.767992,11.3,4.8,22.206043325,11.33044,2.7270000000000003,1.767,0.972,0.496379,0.86737
1210,6.0,72.0,9.509324,11.333333333333336,4.666666666666667,24.654186666666664,11.795966666666668,2.9266666666666663,1.626,0.91,0.498666,1.79216
1211,2.0,100.0,8.885992,10.0,4.0,20.213348778,10.9485,2.502,1.6980000000000002,0.892,0.4946015000000001,0.89483
1212,3.0,46.0,9.133,23.5,4.0,48.7195,11.14446,2.766,1.747,0.865,0.4775399999999999,4.5665
1213,5.0,96.0,9.35,23.0,4.0,48.7195,11.865175,2.115,1.875,1.1275,0.4775399999999999,1.0047
1214,2.8,88.0,13.385996,11.6,4.0,25.023328,12.0034,2.94,1.66,0.782,0.4930319999999999,2.18789
1215,3.8,144.0,17.053984,21.4,4.4,47.3154225304,11.17714,2.5860000000000003,1.7420000000000002,0.8959999999999999,0.476196,2.16955
1216,5.0,30.0,1.7431599999999998,10.0,4.666666666666667,20.185395713333328,9.152733333333334,2.33,1.92,1.1933333333333334,0.4807316666666666,0.99311
1217,6.0,76.0,15.751995999999998,15.2,4.8,31.937418,11.33182,2.7960000000000003,1.7280000000000002,0.8800000000000001,0.4862359999999999,5.67567
1218,8.0,70.0,5.8963280000000005,10.0,4.571428571428571,20.29066550857143,10.730085714285718,2.6,1.7742857142857142,0.9142857142857144,0.4939185714285714,0.82082
1219,6.3,126.0,20.807992,25.2,4.4,58.30341800000001,11.33182,2.7960000000000003,1.7280000000000002,0.8800000000000001,0.4862359999999999,2.41982
1220,6.0,74.0,14.883996000000002,14.6,4.4,31.574635600000004,11.33182,2.7960000000000003,1.7400000000000002,0.8800000000000001,0.4862359999999999,2.78022
1221,3.0,46.0,9.143996,23.8,5.2,48.7195,9.1302,2.298,1.904,1.224,0.4776649999999999,0.35134
1222,3.8,96.0,13.747992000000002,48.0,4.0,118.019,9.1302,2.248,1.9072,1.1800000000000002,0.47888,1.42262
1223,6.0,100.0,7.558488,10.0,4.8,20.016938,11.64556,2.774,1.754,0.951,0.498984,0.74511
1224,3.8,46.0,9.143996,23.0,4.0,48.7195,11.14446,2.445,1.705,0.965,0.479965,2.0416
1225,2.5,74.0,4.663996,7.4,3.2,14.610803,12.41584,2.518,1.4580000000000002,0.642,0.695602,0.70941
1226,2.3,114.0,17.46,22.4,5.6,49.204038,11.33182,2.352,1.8200000000000005,0.928,0.475566,2.0416
1227,3.8,80.0,7.4426640000000015,8.333333333333334,5.333333333333333,16.862137999999998,11.795966666666668,2.9266666666666663,1.7133333333333336,0.8066666666666666,0.4995066666666667,0.7768
1228,6.5,94.0,4.542664,15.666666666666664,4.666666666666667,30.55068666666667,11.217766666666668,2.806666666666666,1.765,0.96,0.4850333333333334,0.74322
1229,6.8,92.0,7.4428315,9.2,4.8,18.60817185,11.100835,2.755,1.6309999999999998,0.91,0.4927189999999999,0.87067
1230,2.5,43.0,7.767992,6.52,3.52,11.663548,12.046624,2.766,1.394,0.6639999999999999,0.695602,0.6278
1231,4.0,38.0,9.874,19.33333333333333,4.0,39.987666666666655,10.0743,2.44,1.855,1.41,0.49886800000000003,1.9548
1232,2.5,68.0,3.883996,13.6,4.0,29.525338,12.8161,2.8266666666666667,1.5660000000000003,0.8133333333333335,0.6562183333333333,0.52252
1233,4.8,58.0,13.355328,19.33333333333333,4.666666666666667,39.987666666666655,8.897,1.9866666666666664,1.88,1.106666666666667,0.4878333333333333,1.43926
1234,3.8,46.0,9.133,23.0,5.0,48.7195,9.8771,2.19,1.91,1.245,0.4697149999999999,4.45167
1235,3.5,236.18,24.574384,23.5,5.166666666666667,56.47599700598804,10.73364,2.298,1.8590000000000004,1.028,0.460005,4.28689
1236,5.5,120.0,14.883996000000002,12.0,4.8,24.085483,10.13144,2.352,1.96,0.928,0.4927189999999999,1.11239
1237,6.0,60.0,4.5453280000000005,10.0,4.666666666666667,20.185395713333328,10.6397,2.774,1.714,0.96,0.491714,0.7768
1238,6.0,98.0,8.147992,9.2,4.8,18.60817185,10.9485,2.752,1.7420000000000002,0.8699999999999999,0.498454,0.73067
1239,1.8,96.0,15.593,48.0,2.0,116.3255,8.12415,2.24,2.015,1.28,0.448895,8.795
1240,2.8,74.0,2.707996,7.4,4.2,14.610803,12.0034,2.77,1.5509999999999995,0.708,0.5982450000000001,0.70884
1241,2.8,114.0,13.477328,28.5,5.5,68.16233625,11.9389125,2.279,1.9072,0.94625,0.468765,2.43755
1242,3.8,90.0,11.463996000000002,18.0,5.6,39.568056,12.0863,2.8680000000000003,1.6520000000000004,0.8640000000000001,0.476196,1.2832
1243,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93524
1244,6.0,122.0,13.044328,12.666666666666664,4.8,24.789618,11.139866666666668,2.7273333333333336,1.768333333333333,0.96,0.4821566666666666,1.6865
1245,3.8,50.0,4.243996,11.6,4.4,25.085483,11.288,2.754,1.7420000000000002,0.8699999999999999,0.4911100000000001,1.7909
1246,3.0,66.0,16.449327999999998,22.0,4.0,47.3154225304,11.340425,2.115,1.7280000000000002,0.8800000000000001,0.47888,3.1504
1247,2.8,6.0,0.8649950000000001,6.0,4.0,12.0096,12.0034,2.55,1.80000000000002,1.04,0.479965,0.45491
1248,5.5,92.0,6.697992,9.2,4.8,18.439538,11.79886,2.805,1.656,0.8480000000000001,0.498984,0.80631
1249,5.5,126.0,13.512992,21.0,4.8,49.496,11.0881,2.81,1.7380000000000002,0.936,0.48502,2.16838
1250,3.8,58.0,8.903332,19.0,4.0,39.568056,9.8771,2.33,1.855,1.12,0.47888,1.9156
1251,2.5,60.0,8.962995000000003,12.0,4.0,26.385218,11.28095,2.545,1.765,0.92,0.49282,1.45419
1252,2.5,46.0,9.133,23.0,4.0,48.7195,9.6769,1.985,1.88,1.1800000000000002,0.462985,6.44467
1253,2.8,77.0,6.88374375,9.5,4.8,18.5863611398,11.7051,2.755,1.6705,0.81,0.6184925,0.50389
1254,2.8,100.0,5.505328,10.0,5.333333333333333,20.02735333333333,11.654066666666669,2.9266666666666663,1.7133333333333336,0.8933333333333332,0.4995066666666667,0.6698
1255,6.8,235.0,17.623983999999997,9.2,4.8,18.439538,11.33182,2.866,1.6980000000000002,0.8959999999999999,0.4912240000000001,0.71978
1256,3.0,96.0,8.97674775,48.0,4.0,116.3255,11.35495,2.44,1.99,1.29,0.4463566666666667,0.0
1257,5.5,174.0,27.179328,13.0,4.583333333333333,29.97368416666667,10.776008333333332,2.7397916666666666,1.775,0.9816666666666668,0.4789183333333333,2.0416
1258,6.0,116.0,8.07666,14.8,5.0,32.38773899975,11.510862500000002,2.79,1.72375,0.89875,0.4818274999999999,1.86705
1259,5.5,100.0,8.697992,10.0,4.8,20.2988926326,12.04083,2.755,1.654,0.946,0.498984,0.86737
1260,5.5,68.0,8.359328,13.0,4.333333333333333,29.97368416666667,11.711716666666668,2.845,1.7166666666666668,0.9733333333333332,0.4881633333333333,1.39322
1261,4.0,40.0,1.7401675,6.666666666666668,4.0,13.016128333333334,12.700466666666664,2.8766666666666665,1.4766666666666668,0.6166666666666667,0.6637966666666667,0.50633
1262,2.8,100.0,3.883996,10.0,4.6,20.2988926326,12.39211,2.857,1.6880000000000002,0.836,0.498454,0.8135
1263,5.5,58.0,9.509324,13.442914260328743,4.48778320746335,27.1643374833334,10.987245,2.8280000000000003,1.7716666666666667,0.946,0.4908778187472234,1.24952
1264,6.0,56.0,6.093996,11.3,4.8,22.521871850000004,11.17714,2.752,1.7280000000000002,0.96,0.495329,0.77755
1265,3.8,46.0,9.133,23.0,4.0,48.7195,9.8771,2.115,1.905,1.12,0.47888,4.72
1266,6.3,106.0,8.836996000000001,10.5,4.5,21.593638,10.999625,2.6725000000000003,1.495,0.86625,0.4927989999999999,0.7958
1267,1.8,220.0,41.181992,24.0,4.8,57.08166000000001,11.1994,2.0200000000000005,1.8200000000000005,1.0366666666666668,0.474714,4.8568
1268,2.5,116.0,7.4428315,11.2,4.0,23.099694928,12.04083,2.766,1.5759999999999998,0.96,0.476196,0.82565
1269,3.8,98.0,7.4428315,9.2,4.8,20.833018,11.876775,2.8280000000000003,1.6880000000000002,0.836,0.498454,0.75677
1270,5.5,242.0,36.244299,12.125,4.875,24.75087845,10.5015125,2.7845,1.7199999999999998,0.9375,0.49425875,1.31786
1271,1.8,150.0,15.593,22.0,4.8,49.496,9.1302,2.0200000000000005,1.825,1.12,0.475954,2.32089
1272,5.5,93.0,20.807992,31.0,4.0,69.59212799999999,9.6903,1.95,1.923333333333333,1.15,0.4621833333333333,6.17571
1273,6.3,126.0,13.747992000000002,13.2,4.8,27.188418,11.10535,2.805,1.705,0.928,0.486658,2.28126
1274,6.0,100.0,8.42666,10.0,4.8,20.3920334,11.037175,2.94,1.66,0.86,0.4927359999999999,0.83076
1275,1.8,90.0,13.512992,18.0,5.6,39.568056,12.0863,2.3080000000000003,1.8200000000000005,1.104,0.476196,2.732
1276,2.5,30.0,1.7428315,5.0,3.5,10.6125257,13.652933333333332,2.045,1.3186666666666669,0.5053333333333333,0.7623686666666668,0.13266
1277,6.8,108.0,8.337992,10.8,4.8,21.9893120372,10.987245,2.698,1.743,0.939,0.4927989999999999,0.81244
1278,1.5,100.0,15.88,50.0,5.0,117.386335,10.347,2.53,1.955,1.22,0.496875,7.862
1279,5.5,202.0,22.81264,16.0,4.8,35.468537,10.565180000000002,2.585,1.6950000000000005,0.98,0.4775399999999999,2.4836
1280,5.5,365.0,32.807971,11.40625,4.625,23.560949575,10.85110625,2.6340625,1.7915625,0.9825,0.492723125,0.87554
1281,5.5,122.0,15.604,22.66666666666667,5.666666666666668,46.44374833333333,11.63995,2.3316666666666666,1.88,0.92,0.48273,2.0416
1282,4.0,30.0,1.74,5.0,4.0,117.386335,9.6769,2.295,1.97,1.2999999999999998,0.401635,0.43908
1283,2.5,146.0,13.558488,22.4,3.2,47.3154225304,12.3734,2.352,1.4580000000000002,0.662,0.687868,2.95341
1284,2.5,80.0,5.401996,10.0,4.6,20.833018,11.431540000000002,2.8280000000000003,1.7520000000000002,0.96,0.499404,0.56349
